locality_id,mineral_names,country,latitude,longitude,num_samples,num_elements,Al,Be,O,Si
2707,['Amethyst'],Russia,66.283333333333,36.566666666667,1,2,0,0,1,1
2855,['Amethyst'],UK,57.280192186476,-2.64158168473,1,2,0,0,1,1
2854,['Amethyst'],UK,57.3135904,-2.6321819,1,2,0,0,1,1
2848,['Amethyst'],UK,55.378539904893,-5.6020026327024,1,2,0,0,1,1
2857,['Amethyst'],UK,55.315449,-5.640217,1,2,0,0,1,1
2873,['Amethyst'],UK,55.770340837922,-4.7687958869012,1,2,0,0,1,1
2871,['Amethyst'],UK,55.7333333,-4.8333332,1,2,0,0,1,1
2884,['Amethyst'],UK,56.004072926211,-2.5359505825125,1,2,0,0,1,1
2902,['Amethyst'],UK,56.350582,-3.241471,1,2,0,0,1,1
2903,['Amethyst'],UK,56.062641,-3.177638,1,2,0,0,1,1
2986,['Amethyst'],UK,56.058778375517,-3.2340575293151,1,2,0,0,1,1
2908,['Amethyst'],UK,56.7013804244,-2.43607906025,1,2,0,0,1,1
2914,['Amethyst'],UK,56.058363,-2.719646,1,2,0,0,1,1
2926,['Amethyst'],UK,56.951544329996,-5.6902805877119,1,2,0,0,1,1
2967,['Amethyst'],UK,56.93499,-2.1983,1,2,0,0,1,1
2973,['Amethyst'],UK,54.872795596022,-3.7324047652473,1,2,0,0,1,1
2978,['Amethyst'],UK,55.953581,-3.276703,1,2,0,0,1,1
2980,['Amethyst'],UK,55.921616,-3.235818,1,2,0,0,1,1
2977,['Amethyst'],UK,55.919699637167,-3.1877667409478,1,2,0,0,1,1
2982,['Amethyst'],UK,55.990003,-3.3990449,1,2,0,0,1,1
3007,['Amethyst'],UK,55.7958077,-4.6302458,1,2,0,0,1,1
3006,['Amethyst'],UK,55.810337650059,-4.7160421750605,1,2,0,0,1,1
3011,['Amethyst'],UK,57.678623861437,-4.9812323192598,1,2,0,0,1,1
3030,['Amethyst'],UK,55.81288861371,-4.2559390493209,1,2,0,0,1,1
1298,['Amethyst'],UK,50.1202777778,-5.69638888889,1,2,0,0,1,1
846,['Amethyst'],UK,50.242255373226,-5.126077138753,1,2,0,0,1,1
1198,['Amethyst'],UK,50.3720516959,-4.88185215822,1,2,0,0,1,1
1189,['Amethyst'],UK,50.3883333333,-4.80388888889,1,2,0,0,1,1
896,['Amethyst'],UK,50.2144444444,-5.22277777778,1,2,0,0,1,1
4100,['Amethyst'],USA,41.4233333333,-71.7861111111,1,2,0,0,1,1
1141,['Amethyst'],UK,50.2333333333,-5.2225,1,2,0,0,1,1
3718,['Amethyst'],USA,34.214425111826,-82.801878884525,1,2,0,0,1,1
1144,['Amethyst'],UK,50.2215554783,-5.23315517203,1,2,0,0,1,1
1302,['Amethyst'],UK,50.1457959749,-5.69149545741,1,2,0,0,1,1
3997,['Amethyst'],USA,33.828125168098,-106.36689431874,1,2,0,0,1,1
1353,['Amethyst'],UK,50.007628690467,-5.161170040951,1,2,0,0,1,1
4568,['Amethyst'],Italy,40.74,8.67833333333,1,2,0,0,1,1
4583,['Amethyst'],Australia,-21.2797,140.5072,1,2,0,0,1,1
4590,['Amethyst'],UK,51.4344444444,-2.66888888889,1,2,0,0,1,1
4613,['Amethyst'],USA,44.235565765219,-70.986999244822,1,2,0,0,1,1
4645,['Amethyst'],Russia,57.7172222222,61.0152777778,1,2,0,0,1,1
2780,['Amethyst'],Azerbaijan,40.511255555556,46.073908333333,1,2,0,0,1,1
5366,['Amethyst'],UK,50.5394748464,-4.61113374731,1,2,0,0,1,1
5401,['Amethyst'],Canada,45.3205555556,-64.3894444444,1,2,0,0,1,1
2787,['Amethyst'],Russia,64.5833333333,59.7166666667,1,2,0,0,1,1
5643,['Amethyst'],Czech Republic,50.4941287267,15.3672981262,1,2,0,0,1,1
5649,['Amethyst'],Czech Republic,50.5552777778,15.5575,1,2,0,0,1,1
5651,['Amethyst'],Czech Republic,50.6600715906,15.1459407806,1,2,0,0,1,1
5723,['Amethyst'],USA,35.7855555556,-80.8697222222,1,2,0,0,1,1
132,['Amethyst'],Australia,-21.540337655,140.498235602,1,2,0,0,1,1
1201,['Amethyst'],UK,50.3808333333,-4.92027777778,1,2,0,0,1,1
3213,['Amethyst'],Switzerland,46.6441666667,8.7091666666699,1,2,0,0,1,1
3788,['Amethyst'],USA,44.2830555556,-70.6405555556,1,2,0,0,1,1
5912,['Amethyst'],Germany,50.83388889,10.53677778,1,2,0,0,1,1
2322,['Amethyst'],Mexico,21.017745439962,-101.25626850058,1,2,0,0,1,1
3831,['Amethyst'],USA,42.12038129496,-72.692241970333,1,2,0,0,1,1
6003,['Amethyst'],Germany,50.7658333333,10.5261111111,1,2,0,0,1,1
6021,['Amethyst'],Germany,51.85715,10.54651,1,2,0,0,1,1
6095,['Amethyst'],USA,44.032975583123,-71.147131560744,1,2,0,0,1,1
6097,['Amethyst'],USA,43.998047489638,-71.147316098213,1,2,0,0,1,1
6132,['Amethyst'],USA,44.6563888889,-71.435,1,2,0,0,1,1
4512,['Amethyst'],India,20.9827777778,75.4536111111,1,2,0,0,1,1
3610,['Amethyst'],USA,37.8601714118,-106.939047229,1,2,0,0,1,1
6172,['Amethyst'],USA,45.0166169,-67.0758469,1,2,0,0,1,1
6232,['Amethyst'],USA,44.119926,-70.761335,1,2,0,0,1,1
6311,['Amethyst'],USA,44.2389565,-70.8397903,1,2,0,0,1,1
6487,['Amethyst'],USA,44.1661789,-70.9211803,1,2,0,0,1,1
6622,['Amethyst'],USA,44.18532,-70.78704,1,2,0,0,1,1
6638,['Amethyst'],USA,44.2357447,-70.9985452,1,2,0,0,1,1
6637,['Amethyst'],USA,44.235605569179,-70.986924785533,1,2,0,0,1,1
6734,['Amethyst'],USA,41.6326021,-71.2536592,1,2,0,0,1,1
6731,['Amethyst'],USA,41.3888888889,-71.8083333333,1,2,0,0,1,1
6746,['Amethyst'],USA,42.03,-71.36,1,2,0,0,1,1
5583,['Amethyst'],USA,41.6555764877,-72.7702598359,1,2,0,0,1,1
6789,['Amethyst'],USA,41.3011111111,-72.8652777778,1,2,0,0,1,1
5400,['Amethyst'],USA,40.905818591093,-74.185034882688,1,2,0,0,1,1
6869,['Amethyst'],USA,40.905272960267,-74.187372035905,1,2,0,0,1,1
4248,['Amethyst'],UK,51.531392917,-3.26591198088,1,2,0,0,1,1
7066,['Amethyst'],Russia,64.133331298828,159.23333740234,1,2,0,0,1,1
7068,['Amethyst'],Russia,54.145833333333,60.796666666667,1,2,0,0,1,1
7188,['Amethyst'],USA,32.7252777778,-108.500277778,1,2,0,0,1,1
7279,['Amethyst'],USA,44.053553,-70.8168257,1,2,0,0,1,1
7318,['Amethyst'],Mexico,17.86514,-99.7616369,1,2,0,0,1,1
4983,['Amethyst'],UK,56.1588888889,-3.78416666667,1,2,0,0,1,1
7698,['Amethyst'],USA,34.1597222222,-112.323055556,1,2,0,0,1,1
3348,['Amethyst'],USA,33.10044656459,-114.59983974695,1,2,0,0,1,1
7707,['Amethyst'],USA,33.1052777778,-114.584444444,1,2,0,0,1,1
7771,['Amethyst'],Mexico,19.7138899,-97.0630599,1,2,0,0,1,1
7776,['Amethyst'],Mexico,21.0,-101.266666667,1,2,0,0,1,1
7822,['Amethyst'],Greece,36.693,24.331,1,2,0,0,1,1
7912,['Amethyst'],USA,35.7277777778,-81.2844444444,1,2,0,0,1,1
994,['Amethyst'],UK,50.2086111111,-5.25194444444,1,2,0,0,1,1
850,['Amethyst'],UK,50.5558052199,-4.60497593493,1,2,0,0,1,1
3043,['Amethyst'],UK,56.4981303921,-2.82688340296,1,2,0,0,1,1
8214,['Amethyst'],Mexico,21.6833333333,-103.783333333,1,2,0,0,1,1
8349,['Amethyst'],USA,41.7177777778,-71.8594444444,1,2,0,0,1,1
7319,['Amethyst'],Mexico,21.0,-101.266670227,1,2,0,0,1,1
8380,['Amethyst'],Mexico,21.0,-101.26667022705,1,2,0,0,1,1
5897,['Amethyst'],USA,33.2447222222,-111.201111111,1,2,0,0,1,1
8439,['Amethyst'],USA,37.884998321533,-106.93472290039,1,2,0,0,1,1
8440,['Amethyst'],USA,38.853543366384,-108.55444591411,1,2,0,0,1,1
8477,['Amethyst'],USA,34.6336111111,-92.5602777778,1,2,0,0,1,1
6433,['Amethyst'],USA,37.8727553229,-106.932721598,1,2,0,0,1,1
6732,['Amethyst'],USA,41.987949789801,-71.412329064424,1,2,0,0,1,1
8622,['Amethyst'],Brazil,-28.1844449,-52.5474195,1,2,0,0,1,1
8871,['Amethyst'],USA,39.914721273777,-75.594080085509,1,2,0,0,1,1
9115,['Amethyst'],Mexico,18.53333282470703,-99.5999984741211,1,2,0,0,1,1
9286,['Amethyst'],USA,43.5178556,-71.3692375,1,2,0,0,1,1
9330,['Amethyst'],USA,44.1366666667,-71.3330555556,1,2,0,0,1,1
9448,['Amethyst'],USA,44.12234553,-71.404523849487,1,2,0,0,1,1
9450,['Amethyst'],USA,44.1125317,-71.4177336,1,2,0,0,1,1
9453,['Amethyst'],USA,44.1527777778,-71.5311111111,1,2,0,0,1,1
9454,['Amethyst'],USA,44.1680555556,-71.5338888889,1,2,0,0,1,1
9600,['Amethyst'],USA,44.0783333333,-75.4697222222,1,2,0,0,1,1
9616,['Amethyst'],Mexico,27.312679,-112.293158,1,2,0,0,1,1
9645,['Amethyst'],Mexico,20.133333206176758,-98.66666412353516,1,2,0,0,1,1
9925,['Amethyst'],USA,34.066388888889,-93.689166666667,1,2,0,0,1,1
10012,['Amethyst'],USA,34.22403,-82.81547,1,2,0,0,1,1
10035,['Amethyst'],Sweden,59.240353076159,15.016303180601,1,2,0,0,1,1
3609,['Amethyst'],USA,37.8705374474,-106.929486854,1,2,0,0,1,1
10427,['Amethyst'],USA,37.941877648611,-106.31090361785,1,2,0,0,1,1
10648,['Amethyst'],Greece,41.347678,23.800957,1,2,0,0,1,1
10699,['Amethyst'],Canada,48.6861111111,-88.6658333333,1,2,0,0,1,1
10711,['Amethyst'],USA,33.672456501937,-111.33219383785,1,2,0,0,1,1
10754,['Amethyst'],Mexico,20.133333206176758,-98.66666412353516,1,2,0,0,1,1
10792,['Amethyst'],Canada,48.6997222222,-88.6097222222,1,2,0,0,1,1
10949,['Amethyst'],USA,46.456944444444,-87.605555555556,1,2,0,0,1,1
11025,['Amethyst'],Mexico,19.799999237061,-100.16666412354,1,2,0,0,1,1
11198,['Amethyst'],Australia,-36.3666666667,146.716666667,1,2,0,0,1,1
11617,['Amethyst'],Germany,49.7247222222,7.275,1,2,0,0,1,1
11678,['Amethyst'],Mexico,18.533327903467,-99.595829112255,1,2,0,0,1,1
11741,['Amethyst'],USA,37.890048226404,-106.939883096,1,2,0,0,1,1
11804,['Amethyst'],Bolivia,-18.054616912173,-57.812027960863,1,2,0,0,1,1
3660,['Amethyst'],USA,37.9138888889,-107.700277778,1,2,0,0,1,1
2595,['Amethyst'],Romania,47.629082109566,24.014145344661,1,2,0,0,1,1
1782,['Amethyst'],Germany,48.379654067149,8.228942155838,1,2,0,0,1,1
7959,['Amethyst'],Belgium,50.275,5.9225,1,2,0,0,1,1
278,['Amethyst'],Belgium,50.2654786708,5.9061384074249,1,2,0,0,1,1
4534,['Amethyst'],Namibia,-21.1513888889,14.3055555556,1,2,0,0,1,1
3053,['Amethyst'],Slovakia,48.4586111111,18.8930555556,1,2,0,0,1,1
12816,['Amethyst'],USA,40.7666666667,-74.0166666667,1,2,0,0,1,1
12820,['Amethyst'],USA,40.8136111111,-73.9877777778,1,2,0,0,1,1
11230,['Amethyst'],USA,40.8719444444,-74.2077777778,1,2,0,0,1,1
12792,['Amethyst'],USA,40.845571,-74.212962,1,2,0,0,1,1
13041,['Amethyst'],France,47.8112083,6.9666978,1,2,0,0,1,1
13052,['Amethyst'],France,47.817222595214844,6.871110916137695,1,2,0,0,1,1
13055,['Amethyst'],France,47.818611111111,6.8852777777778,1,2,0,0,1,1
13199,['Amethyst'],Germany,50.458094,13.019864,1,2,0,0,1,1
4545,['Amethyst'],USA,40.9413888889,-74.1758333333,1,2,0,0,1,1
13301,['Amethyst'],USA,40.6648238,-74.5773795,1,2,0,0,1,1
13304,['Amethyst'],USA,40.766666412353516,-74.66361236572266,1,2,0,0,1,1
13308,['Amethyst'],USA,40.6833333333,-74.55,1,2,0,0,1,1
3952,['Amethyst'],USA,40.678888888889,-74.536388888889,1,2,0,0,1,1
12214,['Amethyst'],USA,41.0525,-74.7547222222,1,2,0,0,1,1
13345,['Amethyst'],USA,40.7333333333,-74.35,1,2,0,0,1,1
13374,['Amethyst'],France,47.984970547633,7.2193264961243,1,2,0,0,1,1
13382,['Amethyst'],France,48.3047,7.2601,1,2,0,0,1,1
13391,['Amethyst'],Germany,49.7955555556,8.70444444444,1,2,0,0,1,1
13442,['Amethyst'],USA,41.072124133121,-73.754154724441,1,2,0,0,1,1
1849,['Amethyst'],Germany,49.7313888889,7.2875,1,2,0,0,1,1
7065,['Amethyst'],Germany,52.255680807361,10.179455280304,1,2,0,0,1,1
13922,['Amethyst'],Norway,60.7933152252,10.6846780142,1,2,0,0,1,1
13981,['Amethyst'],Australia,-30.2669444444,139.421944444,1,2,0,0,1,1
14104,['Amethyst'],USA,37.883904241245,-106.93662046033,1,2,0,0,1,1
14375,['Amethyst'],Norway,60.26199,10.6957,1,2,0,0,1,1
5964,['Amethyst'],USA,40.997091330626,-116.37926012278,1,2,0,0,1,1
14808,['Amethyst'],Germany,49.555,7.62944444444,1,2,0,0,1,1
14822,['Amethyst'],Germany,49.6141666667,7.24944444444,1,2,0,0,1,1
14824,['Amethyst'],Germany,49.5461111111,7.28833333333,1,2,0,0,1,1
14837,['Amethyst'],Germany,51.2211111111,8.48722222222,1,2,0,0,1,1
14855,['Amethyst'],Canada,49.2352777778,-87.6544444444,1,2,0,0,1,1
14924,['Amethyst'],Germany,50.0663888889,12.0783333333,1,2,0,0,1,1
1771,['Amethyst'],Germany,49.96,12.3316666667,1,2,0,0,1,1
14978,['Amethyst'],Germany,49.841983,12.00842,1,2,0,0,1,1
14981,['Amethyst'],Germany,49.406282086535,12.182075327089,1,2,0,0,1,1
10550,['Amethyst'],USA,47.429161467383,-121.44974741052,1,2,0,0,1,1
15670,['Amethyst'],Germany,52.545773740673,8.1894505294678,1,2,0,0,1,1
15737,['Amethyst'],Germany,52.200978927608,10.32066822052,1,2,0,0,1,1
